CLEE,Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local
02002722514006001000000000U3,8320255,PUESTO DE TACOS,PUESTO DE TACOS ,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,JOAQUIN MORENO,,,SOLIDARIDAD,21387,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.44442382,32.58626941,,,
02002722514005401000000000U6,6941109,PUESTO DE TACOS DE GUISADO LOS ARBOLITOS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,FRANCISCO MARQUEZ,452,,POPULAR LEANDRO VALLE,21387,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.44100986,32.58352601,,,
02002722514002581000000000U8,79479,PUESTO DE TACOS FAMILIA MONTEJANO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,JOSE MARIA MORELOS Y PAVON ESTE,,,CIUDAD MORELOS CUERVOS,21960,"CIUDAD MORELOS (CUERVOS), Mexicali, BAJA CALIFORNIA",,,,Semifijo,-114.86434481,32.63039754,,,
02001722514001481000000000U4,96323,PUESTO DE TACOS Y TORTAS EL GUERO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,MIGUEL HIDALGO Y COSTILLA,,,ZONA CENTRO,22830,"ENSENADA, Ensenada, BAJA CALIFORNIA",6461138446,,,Semifijo,-116.61241232,31.86244209,,,
02002722514006871000000000U9,9035201,PUESTO DE TORTAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,GABRIEL LEYVA,,,EJIDO SINALOA,21620,"EJIDO SINALOA (ESTACIÓN KASEY), Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.27048992,32.54818552,,,
02002722514002971000000000U1,91333,PUESTO DE TORTAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,TAXCO,,,SAN MARCOS,21050,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.48779108,32.63276948,PARQUE RECREATIVO,PATRONATO DEL BOSQUE Y ZOOLOGICO DE LA CIUDAD DE MEXICALI BC,SN
02001722514002501000000000U8,8797319,PUESTO EL CAMINO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,BENITO JUAREZ,,,PUNTA COLONET,22909,"EJIDO MÉXICO (PUNTA COLONET), Ensenada, BAJA CALIFORNIA",,,,Semifijo,-116.20831804,31.06557699,,,
02002461110014961010000000U0,68016,PUESTO GLORIA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,EL LIMONERO,499,,GRANJAS CECILIA,21386,"MEXICALI, Mexicali, BAJA CALIFORNIA",6861493125,,,Fijo,-115.43121982,32.55937947,,,
02002461110019271010000000U9,144896,PUESTO JUNNIORS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,TABASCO,188,,EJIDO BENITO JUAREZ,21900,"BENITO JUÁREZ (EJIDO TECOLOTES), Mexicali, BAJA CALIFORNIA",,,,Fijo,-114.98935531,32.56823669,,,
02001722514004171000000000U8,9164506,PUESTO LEO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,MARIANO MATAMOROS,106,,MACLOVIO ROJAS,22920,"VICENTE GUERRERO                                                                                              , San Quintín, BAJA CALIFORNIA",6161096551,,,Semifijo,-115.98859194,30.72305894,,,
02001722514001051000000000U5,74390,PUESTO LUPITA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,PRIVADA,CALLE A CERESO,,,FRACCIONAMIENTO MAR,22813,"ENSENADA, Ensenada, BAJA CALIFORNIA",6461485385,,,Fijo,-116.57095264,31.87469801,,,
02002722514004531001000000U1,91259,QUÉ SANDWICH & KFE,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,BOULEVARD,LAZARO CARDENAS,929,,FRACC VILLAFONTANA,21180,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.49276729,32.62396810,,,
02004722512002501000000000U6,7345771,QUE TACOS EL CARRISAL,,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,AVENIDA,FERROCARRIL,18106,0,MERIDA,22120,"TIJUANA, Tijuana, BAJA CALIFORNIA",6642344209,,,Fijo,-116.93668094,32.48050073,,,
02004722212010571000000000U6,69114,QUE TORTAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,HIPODROMO,15,4,HIPODROMO,22020,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646862797,,,Fijo,-116.99920377,32.50646190,,,
02004722514005701000000000U5,8356657,QUEEN BURRITOS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,HECTOR TERAN TERAN,22579,,JARDIN DORADO,22200,"TIJUANA, Tijuana, BAJA CALIFORNIA",6643379535,,,Fijo,-116.88938441,32.51749440,,,
02004722514008201000000000U3,7138764,QUEKAS TRUCK,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,CANADA,0,0,VIA RTAPIDAPONIENTE,22223,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.92737438,32.47742859,,,
02004722514000861000000000U2,119217,QUESABURROS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,GUSTAVO SALINAS,11244,3,CENTRO ESCOLAR,22014,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.00327156,32.51284279,,,
02004722514004081000000000U3,119215,QUESABURROS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,RAMPA AGUA CALIENTE,3140,0,AGUA CALIENTE SECC PINOS,22014,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646864690,,,Fijo,-117.00283329,32.51361957,,,
02004722514000171000000000S6,154424,RANCHITO TORTAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,GUSTAVO DIAZ ORDAZ,2002,,JOSE SANDOVAL,21060,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.97364254,32.50323065,,,
02002461190002481000000000U5,7048453,REFRESQUERIA Y TACOS ROSSY,,Comercio al por menor de otros alimentos,0 a 5 personas,AVENIDA,REVOLUCION,137,,EJIDO HERMOSILLO,21840,"EJIDO HERMOSILLO, Mexicali, BAJA CALIFORNIA",,,,Fijo,-114.92736361,32.51641810,,,
02004722219000561000000000U4,142004,REGIO TACO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,ESPIGA,9,2,HUERTAS,22117,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.95859838,32.49053841,,,
02004722514008231000000000U0,7368462,REPOSTRERIA MI DULCE AXEL,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,BOULEVARD DE LOS INSURGENTES,16000,72,INSURGENTES,22800,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.94260659,32.50222160,PARQUE RECREATIVO,PARQUE MORELOS,JM072
02004722514006233000000000U8,8165892,RESTAURANT TACOS LA CHAPU,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,BOULEVARD,AGUA CALIENTE,10387,105,CHAPULTEPEC,22420,"TIJUANA, Tijuana, BAJA CALIFORNIA",,TACOSLACHAPU@GMAIL.COM,WWW.LACHAPU.COM,Fijo,-117.01184238,32.51493964,,,
02002722514005752000000000U2,7634008,RESTAURANTE CON SERVICIO DE PREPARACION DE TACOS Y TORTAS SIN NOMBRE,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,AVENIDA,AVENIDA DE LA CAÑADA,,,SAN MARCOS,21050,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.49038557,32.63004053,,,
02002722514007051000000000U7,7004413,RESTAURANTE CON SERVICIO DE PREPARACION DE TACOS Y TORTAS SIN NOMBRE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,TORRUBIA,756,0,JAZMINES,21326,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.56651494,32.60728792,,,
02002722514006991000000000S5,8346378,RESTAURANTE CON SERVICIO DE PREPARACION DE TACOS Y TORTAS SIN NOMBRE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,JOSE MARIA MORELOS Y PAVON,402,,FRACC RIO NUEVO,21100,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.48913381,32.66009629,,,
02004722514006251000000000S0,6912277,RESTAURANTE CON SERVICIO DE PREPARACION DE TACOS Y TORTAS SIN NOMBRE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,DEFENSORES DE BAJA CALIFORNIA,215,0,POSTAL,22368,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.00131805,32.52581911,,,
02004722514008771000000000U5,8551701,RESTAURANTE DE TORTAS AHOGADAS EL GORDITO,TACOS ,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,PRIMERA (ARTICULO 123),,,COAHUILA,22100,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.04181819,32.53641161,,,
02002722219004331000000000U2,144935,RESTAURANTE PANCHITA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,CAMPECHE,,,EJIDO BENITO JUAREZ,21900,"BENITO JUÁREZ (EJIDO TECOLOTES), Mexicali, BAJA CALIFORNIA",6585174712,,,Fijo,-114.99703263,32.56770235,,,
02002722514002551000000000U1,84653,RESTAURANTES CON SERVICIO DE PREPARACIÓN DE TACOS Y TORTAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,RIO SAN FRANCISCO,732,,VALLE DORADO,21399,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865110620,,,Fijo,-115.41110337,32.61291050,,,
02002722514005601000000000U1,7005249,RESTAURANTES CON SERVICIO DE PREPARACIÓN DE TACOS Y TORTAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,SAN NICOLAS,868,0,HIDALGO,21389,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.45351371,32.61276978,,,
02002722514005361000000000U2,6941032,RESTAURANTES CON SERVICIO DE PREPARACIÓN DE TACOS Y TORTAS,TACOS LORENA ,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,SUECIA (BORDO WISTERIA),0,0,WISTERIA,21310,"MEXICALI, Mexicali, BAJA CALIFORNIA",6862251978,,,Semifijo,-115.49090097,32.62324118,,,
02002722514006672000000000U1,8434327,RESTAURANTES CON SERVICIO DE PREPARACIÓN DE TACOS Y TORTAS,TACOS DE GUISADO LOS ARBOLITOS ,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,AVENIDA,LAZARO CARDENAS,0,0,OAXACA,21700,"DELTA (ESTACIÓN DELTA), Mexicali, BAJA CALIFORNIA",,,,Semifijo,-115.18072158,32.34700596,,,
02004811499003531010000000U4,108693,RESTAURANTES CON SERVICIO DE PREPARACIÓN DE TACOS Y TORTAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,LOBO VIEJO ORIENTE,6397,,LOS LOBOS,22207,"TIJUANA, Tijuana, BAJA CALIFORNIA",6643397976,,,Fijo,-116.89895301,32.50352247,,,
02001722514001591000000000U0,98166,RESTAURANTES CON SERVICIO DE PREPARACIÓN DE TACOS Y TORTAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,SIERRA DE JUAREZ,23,,MARTINEZ,22910,"CAMALÚ                                                                                                        , San Quintín, BAJA CALIFORNIA",,,,Fijo,-116.05850675,30.84652575,,,
02002722512001492000000000U3,8280506,REY FISH TACO SHOP,,Restaurantes con servicio de preparación de pescados y mariscos,6 a 10 personas,CALLE,RIO MAYO,501,,VALLARTA,21270,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.43916791,32.63968774,,,
02004722212011952001000000U7,54936,RICA TORTA,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,AVENIDA,NIÑOS HEROES (B),890,0,ZONA CENTRO,22000,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646858579,,,Fijo,-117.03995458,32.53411743,,,
02001722514000831000000000U1,64029,RICAS CARNITAS ESTILO GUANAJUATO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,PEDRO LOYOLA,,,ACAPULCO,22890,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.60685094,31.83832348,,,
02005722514000971000000000U6,8304745,RINCONCITO DE CATHI,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,CHIHUAHUA,,,AMPL CONSTITUCION,22707,"PLAYAS DE ROSARITO, Playas de Rosarito, BAJA CALIFORNIA",6616164499,,,Fijo,-117.05237809,32.36640890,,,
02005722514000893000000000U2,8094175,ROBLE DE RAIZ A LA MESA- BLACK BARREL,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,BOULEVARD,BENITO JUAREZ,317,,FRACC HDA FLORESTA DEL MAR,22710,"PLAYAS DE ROSARITO, Playas de Rosarito, BAJA CALIFORNIA",,,,Fijo,-117.05934312,32.36238697,,,
02005722512000741000000000U7,6948427,ROSARITO BEACH TACOS,,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,CARRETERA,LIBRE TIJUANA-ROSARITO,0,0,PLAN LIBERTADOR,22706,"PLAYAS DE ROSARITO, Playas de Rosarito, BAJA CALIFORNIA",,,,Fijo,-117.04823239,32.40673223,,,
02004722212009271000000000U6,154599,ROSTICERIA LULU RESTAURANT DE TACOS,,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,CALLE,BENITO JUAREZ,,,LA GLORIA,22645,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646361008,,,Fijo,-117.01299868,32.44314627,,,
02004722219018732000000000U1,146022,ROSTICERIA Y TAQUERIA EL PASTOR,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,GUSTAVO DIAZ ORDAZ,15602,47,PLAZA CARRUSEL,22115,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.96023954,32.49532714,CENTRO Y PLAZA COMERCIAL,PLAZA CARROUSEL,47 - A
02002722514008043000000000U3,6915576,RUSTYCS TAQUIZAS,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,AVENIDA,SIERRA TARAHUMARA,2633,0,SOLIDARIDAD VIRREYES,21190,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.51727483,32.61884672,,,
02004722514007861000000000U5,8565325,SABATA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,AGUA CALIENTE,8860,,CENTRO,22100,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.02839658,32.52305746,,,
02001722514000851000000000U9,144525,SADERO KM 90,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CARRETERA,TRANSPENINSULAR,,,SAN VICENTE,22900,"SAN VICENTE, Ensenada, BAJA CALIFORNIA",6461204566,,,Fijo,-116.24817681,31.32604086,,,
02004722219019073000000000U9,153863,SAN COSME TACOS,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,BOULEVARD,AGUA CALIENTE,,,REVOLUCION,22015,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.01630887,32.51820508,,,
02005722514000341000000000U2,142889,SANCHOS TACOS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,MAR DEL NORTE,92,,MAGISTERIAL,22707,"PLAYAS DE ROSARITO, Playas de Rosarito, BAJA CALIFORNIA",,,,Fijo,-117.05460668,32.33946756,,,
02001722514001071000000000U3,71660,SANDWICH Y SALADS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,JUAN RODRIGUEZ CABRILLO,1545,,OBRERA,22830,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.61442679,31.85978137,,,
02002722514006841000000000U2,8796596,SANDWICH Y TORTAS FRIAS DON PEDRO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,RIO MOCORITO,,,INDEPENDENCIA,21290,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Semifijo,-115.43442705,32.63402776,,,
02001722514000042000000000M5,96728,SEÑOR GUISADO,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,AVENIDA,GUADALUPE VICTORIA,429,0,AVIACION,22840,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.59841211,31.86594860,,,
02005722212000061000000000U7,140689,SERGIOS TORTAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,VICENTE CORDERO,761,6,LUCIO BLANCO,22706,"PLAYAS DE ROSARITO, Playas de Rosarito, BAJA CALIFORNIA",6166135178,,,Fijo,-117.05260627,32.38231889,,,
02002722514002621000000000U2,82615,"SIN NOMBRE, VENTA DE TACOS",,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,AVENIDA DEL CABILDO,1398,0,CARBAJAL,21370,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.43113502,32.61437426,,,
02004722514006211000000000U4,8942841,SONORA STEAK,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,BOULEVARD DE LOS INSURGENTES,18015,,MACRO PLAZA,22115,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.93241320,32.49567583,CENTRO Y PLAZA COMERCIAL,MACROPLAZA INSURGENTES,IF 12
02002722514004053000000000U6,92214,SONORA STEAK TACO,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,CALZADA,UNION (CALZADA HECTOR TERAN TERAN),,,TELEVISORA,21000,"MEXICALI, Mexicali, BAJA CALIFORNIA",6862510309,SONORASTEAKTACO@HOTMAIL.COM,WWW.SONORASTEAKTACO.COM,Fijo,-115.48427296,32.61244672,,,
02002722320000153000000000U0,6941085,SONORA STEAK TACO,,Servicios de preparación de alimentos para ocasiones especiales,11 a 30 personas,CALLE,PASEO DEL REAL,169,,HACIENDA REAL,21353,"MEXICALI, Mexicali, BAJA CALIFORNIA",6644923873,SONORA_STEAK_TACO@HOTMAIL.COM,,Fijo,-115.48679979,32.61066092,,,
02004722514005481000000000U4,7017278,SONORA TASTY,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,PASEO DE LAS EMBAJADORAS,44,0,FRACC SAN SEBASTIAN,22194,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.98909239,32.48862105,,,
02002722514008381000000000U7,6972729,SOPES ASADERO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,VICENTE GUERRERO,0,0,GUADALUPE VICTORIA,21720,"CIUDAD GUADALUPE VICTORIA (KILÓMETRO CUARENTA Y TRES), Mexicali, BAJA CALIFORNIA",6861545174,,,Fijo,-115.10151105,32.29037090,,,
02005722212000251000000000U4,132395,SPORT TACO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,BENITO JUAREZ,4356,,ROSARITO CENTRO,22710,"PLAYAS DE ROSARITO, Playas de Rosarito, BAJA CALIFORNIA",,,,Fijo,-117.05536632,32.33831338,,,
02004722514007631000000000U2,8766516,SR TORTUGA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,CUCAPAH,,,AMPL GUAYCURA,22214,"TIJUANA, Tijuana, BAJA CALIFORNIA",6645446723,,,Fijo,-116.91934209,32.50581005,,,
02001722514002951000000000U5,8641665,STREET TACOS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,PRIMERA (ADOLFO LOPEZ MATEOS),466,,ZONA CENTRO,22800,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.62831885,31.86417846,,,
02004722514000362000000000S1,108716,SUB WAY,OPERADORA CATAMARAN ,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALLE,RUTA INDEPENDENCIA,19131,16,FRACC LOMA DORADA,22215,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.91113724,32.49794275,,,
02004722514001731000000000U6,126336,SUPER BURROS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,PASEO REFORMA,5114,3,URIAS,22116,"TIJUANA, Tijuana, BAJA CALIFORNIA",66426310425,,,Fijo,-116.94647000,32.47677117,,,
02002561990000331000000000U6,92103,SUPER BURROS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,CATARATAS DEL NIAGARA,,,JARDINES DEL LAGO,21339,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Semifijo,-115.48855491,32.61389149,,,
02002722514005332000000000U3,6940910,SUPER BURROS LOGA,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALZADA,LICENCIADO VICENTE LOMBARDO TOLEDANO,,,JUVENTUD DEPORTIVA 2000,21380,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.47245052,32.59944431,,,
02002722514003152000000000U7,72321,SUPER BURROS LOS ORIGINALES,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALZADA,CASTELLON,1260,,CONJUNTO URBANO ESPERANZA,21350,"MEXICALI, Mexicali, BAJA CALIFORNIA",6861440373,JJM.1976A@HOTMAIL.COM,,Fijo,-115.46826634,32.61357271,,,
02002722514004431000000000U4,82801,SUPER FLAUTA LA CACHANILLA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,GENERAL SANTIAGO VIDAURRI,0,0,JARDINES DE CALAFIA,21386,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.44008648,32.58714456,,,
02004722219015382001000000U8,68824,SUPER TACOS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,MARTIRES DE CHICAGO,330,,OBRERA 1RA SECC,22180,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646344760,,,Fijo,-117.03594564,32.49719983,,,
02004722219000601000000000U8,137052,SUPER TACOS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,CASTELLON BLANCO,,,FIADER,22205,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.85503969,32.49996295,,,
02004722110001773001000000U5,145102,SUPER TACOS,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,BOULEVARD,CUCAPAH,20148,,AMPL GABRIEL RODRIGUEZ,22207,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646487835,,,Fijo,-116.90664554,32.51119109,,,
02002722514005891000000000U8,8319761,SUPER TACOS MEÑOS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,RIO SAN PEDRO MEZQUITAL,0,0,AMPL VILLA VERDE,21396,"MEXICALI, Mexicali, BAJA CALIFORNIA",6863852992,,,Fijo,-115.38594376,32.60503818,,,
02002722514001363001000000U2,80488,SUPER TACOS SHAGY,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,PASEO DEL PEDREGAL,1526,0,VALLE DEL PEDREGAL,21395,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865249445,,,Fijo,-115.35625842,32.58186603,,,
02001722514000871000000000U7,94217,SUPER TACOS Y TORTAS DURANGO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,GASTELUM,,,ZONA CENTRO,22800,"ENSENADA, Ensenada, BAJA CALIFORNIA",6461406828,,,Semifijo,-116.62414102,31.86821694,,,
02002722514002041000000000U3,148272,SUPER TORTAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,CALZADA DE LOS INSURGENTES,,,GUADALUPE VICTORIA,21720,"CIUDAD GUADALUPE VICTORIA (KILÓMETRO CUARENTA Y TRES), Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.10007780,32.28728756,,,
02004722514008931000000000U5,8361986,SUPER TORTAS CUBANAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,LAS TORRES,,,EL PIPILA,22206,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Semifijo,-116.87795298,32.50434531,,,
02004722514005761000000000U9,7915394,SUPER TORTAS EL GUERO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,GUSTAVO DIAZ ORDAZ,14517,,LAS FUENTES,22117,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Semifijo,-116.96573242,32.49834285,CENTRO Y PLAZA COMERCIAL,PLAZA 5 Y 10,14517
02001722212001361000000000U9,140407,SUPER TORTAS LA UNICA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CARRETERA,TRANSPENINSULAR,0,0,SAN QUINTIN,22940,"SAN QUINTÍN                                                                                                   , San Quintín, BAJA CALIFORNIA",6161072169,,,Fijo,-115.94156706,30.55883995,,,
02004722514005921000000000U9,7048979,SUPER TORTAS LAS CUBANAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,BOULEVARD EL REFUGIO,25011,,EL FLORIDO SEGUNDA SECCION,22237,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Semifijo,-116.86525997,32.46553301,,,
02003722514000431000000000U6,7048005,SUPER TORTAS MEXICANAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,UNIVERSIDAD,,,LA VIÑITA,21460,"TECATE, Tecate, BAJA CALIFORNIA",,,,Fijo,-116.62559323,32.56559838,,,
02002722219011613001000000U4,58341,SUPERBURROS PARTIDA,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,AVENIDA,MICHOACAN,1201,,PUEBLO NUEVO,21120,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865538872,,,Fijo,-115.49705836,32.65612477,,,
02003722514000741000000000U8,8362139,SUPERNTORTAS EL VAGABUNDO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,OSCAR BAYLON (DEFENSORES DE BAJA CALIFORNIA),,,CENTRO URBANO,21460,"TECATE, Tecate, BAJA CALIFORNIA",,,,Fijo,-116.62890851,32.57001690,,,
02004722514005382000000000U4,7016745,TA KARBON,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALLE,GERMAN GEDOVIUS,10488,0,ZONA RIO,22320,"TIJUANA, Tijuana, BAJA CALIFORNIA",,GRUPOSUCULENT@HOTMAIL.COM,,Fijo,-117.01155043,32.52005811,,,
02004722514009343000000000U2,9114483,TACO CHEF,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,CALLE,ISLA TIBURON,,,MARIANO MATAMOROS,22207,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.88989944,32.49989085,,,
02002722219011643001000000U1,149553,TACO FACTORY,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,AVENIDA,MALECON,100,,SAN FELIPE,21850,"SAN FELIPE, Mexicali, BAJA CALIFORNIA",,RESTAURANTBAJAMAR@HOTMAIL.COM,,Fijo,-114.83315235,31.02240843,,,
